id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2020-736004,2020-07-15,1,Vente,160000.00,,,"LA COMBE",B011,90150,90002,Angeot,90,,,90002000ZD0008,,,,,,,,,,,,,0,,,,,T,terres,,,26890.00,,,000ZD
2022-1490335,2022-03-11,1,Vente,100000.00,,,"SUR LES VERGERS",B092,90140,90021,Charmois,90,,,90021000ZC0153,,,,,,,,,,,,,0,,,,,P,prés,,,3205.00,,,000ZC
2022-1491356,2022-07-21,1,Vente,17400.00,,,"ROUGE COURTIL",B082,90200,90102,Vescemont,90,,,901020000B0029,,,,,,,,,,,,,0,,,,,T,terres,,,654.00,,,0000B
2021-1529109,2021-03-04,1,"Vente en l'état futur d'achèvement",384428.44,,,,,,90033,Delle,90,,,90033000BT0274,,,9,,,,,,,,,,1,,,,,,,,,,7.0007460,47.5060660,000BT
2023-1204988,2023-05-19,1,Vente,3700.00,,,"PRES LE LOUP",B075,90330,90023,Chaux,90,,,900230000B0496,,,,,,,,,,,,,0,,,,,P,prés,,,2480.00,6.8604560,47.7117000,0000B
2023-1204988,2023-05-19,1,Vente,3700.00,,,"PRES BILLON",B060,90330,90023,Chaux,90,,,900230000B0884,,,,,,,,,,,,,0,,,,,P,prés,,,6255.00,6.8584480,47.7152530,0000B
2023-1204063,2023-01-03,1,Vente,202640.00,7,,"RUE PASTEUR",0230,90400,90032,Danjoutin,90,,,90032000BH0140,,,,,,,,,,,,,0,1,Maison,159.00,6,S,sols,,,528.00,6.8502970,47.6188620,000BH
2023-1204063,2023-01-03,1,Vente,202640.00,7,,"RUE PASTEUR",0230,90400,90032,Danjoutin,90,,,90032000BH0140,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,528.00,6.8502970,47.6188620,000BH
2023-1204064,2023-01-03,1,Vente,239450.00,18,,"IMP CLAUDE DEBUSSY",0274,90500,90009,Beaucourt,90,,,90009000AM0335,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,791.00,6.9125760,47.4842820,000AM
2023-1204064,2023-01-03,1,Vente,239450.00,18,,"IMP CLAUDE DEBUSSY",0274,90500,90009,Beaucourt,90,,,90009000AM0335,,,,,,,,,,,,,0,1,Maison,138.00,8,S,sols,,,791.00,6.9125760,47.4842820,000AM
2023-1204064,2023-01-03,1,Vente,239450.00,18,,"IMP CLAUDE DEBUSSY",0274,90500,90009,Beaucourt,90,,,90009000AM0335,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,791.00,6.9125760,47.4842820,000AM
2023-1204065,2023-01-12,1,Vente,85000.00,9,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,16,84.10,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8462160,47.6679800,000BH
2023-1204065,2023-01-12,1,Vente,85000.00,9,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,16,84.10,,,,,,,,,1,2,Appartement,83.00,4,,,,,,6.8462160,47.6679800,000BH
2023-1204065,2023-01-12,1,Vente,85000.00,9,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8462160,47.6679800,000BH
2023-1204066,2023-01-09,1,Vente,139600.00,15,B,"RUE PARMENTIER",2920,90000,90010,Belfort,90,,,90010000AD0383,,,12,,6,,7,,,,,,3,3,Dépendance,,0,,,,,,6.8524220,47.6529600,000AD
2023-1204066,2023-01-09,1,Vente,139600.00,15,B,"RUE PARMENTIER",2920,90000,90010,Belfort,90,,,90010000AD0383,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8524220,47.6529600,000AD
2023-1204066,2023-01-09,1,Vente,139600.00,15,B,"RUE PARMENTIER",2920,90000,90010,Belfort,90,,,90010000AD0383,,,12,,6,,7,,,,,,3,3,Dépendance,,0,,,,,,6.8524220,47.6529600,000AD
2023-1204066,2023-01-09,1,Vente,139600.00,15,B,"RUE PARMENTIER",2920,90000,90010,Belfort,90,,,90010000AD0383,,,12,,6,,7,,,,,,3,2,Appartement,99.00,4,,,,,,6.8524220,47.6529600,000AD
2023-1204067,2023-01-13,1,Vente,5000.00,29,,"AV WILSON",3920,90000,90010,Belfort,90,,,90010000BN0044,,,432,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8552670,47.6323650,000BN
2023-1204068,2023-01-06,1,Vente,219000.00,25,,"RUE DU MARECHAL LECLERC",0200,90300,90099,Valdoie,90,,,90099000BM0122,,,,,,,,,,,,,0,1,Maison,75.00,3,S,sols,,,462.00,6.8403900,47.6727290,000BM
2023-1204068,2023-01-06,1,Vente,219000.00,25,,"RUE DU MARECHAL LECLERC",0200,90300,90099,Valdoie,90,,,90099000BM0122,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,462.00,6.8403900,47.6727290,000BM
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0053,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2769.00,6.9806950,47.7174910,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0053,,,,,,,,,,,,,0,,,,,P,prés,,,3381.00,6.9806950,47.7174910,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0054,,,,,,,,,,,,,0,,,,,P,prés,,,6445.00,6.9810870,47.7172550,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0054,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,4375.00,6.9810870,47.7172550,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0196,,,,,,,,,,,,,0,,,,,P,prés,,,4576.00,6.9814600,47.7170490,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0199,,,,,,,,,,,,,0,,,,,P,prés,,,2775.00,6.9821100,47.7170410,000ZB
2023-1204069,2023-01-03,1,Vente,21000.00,,,"SUR L ETANG LE JUIF",B016,90110,90086,Romagny-sous-Rougemont,90,,,90086000ZB0202,,,,,,,,,,,,,0,,,,,P,prés,,,1597.00,6.9818270,47.7169050,000ZB
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,2,Appartement,38.00,2,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,2,Appartement,37.00,2,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,2,Appartement,30.00,2,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204070,2023-01-05,1,Vente,155000.00,16,,"RUE DU PREMIER MAI",0400,90300,90099,Valdoie,90,,,90099000BK0139,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,416.00,6.8390420,47.6642770,000BK
2023-1204071,2023-01-12,1,Vente,2493.75,,,"EZ CORNAY",B022,90110,90091,Saint-Germain-le-Châtelet,90,,,900910000A0116,,,,,,,,,,,,,0,,,,,P,prés,,,4922.00,6.9545330,47.6955820,0000A
2023-1204071,2023-01-12,1,Vente,2493.75,,,"EZ CORNAY",B022,90110,90091,Saint-Germain-le-Châtelet,90,,,900910000A0691,,,,,,,,,,,,,0,,,,,T,terres,,,2203.00,6.9552280,47.6961720,0000A
2023-1204072,2023-01-05,1,Vente,115000.00,27,,"RUE DE MADAGASCAR",2500,90000,90010,Belfort,90,,,90010000AE0327,,,,,,,,,,,,,0,2,Appartement,96.00,4,S,sols,,,103.00,6.8467190,47.6522460,000AE
2023-1204072,2023-01-05,1,Vente,115000.00,27,,"RUE DE MADAGASCAR",2500,90000,90010,Belfort,90,,,90010000AE0327,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,103.00,6.8467190,47.6522460,000AE
2023-1204072,2023-01-05,1,Vente,115000.00,27,,"RUE DE MADAGASCAR",2500,90000,90010,Belfort,90,,,90010000AE0327,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,103.00,6.8467190,47.6522460,000AE
2023-1204072,2023-01-05,1,Vente,115000.00,27,,"RUE DE MADAGASCAR",2500,90000,90010,Belfort,90,,,90010000AE0327,,,,,,,,,,,,,0,2,Appartement,30.00,1,S,sols,,,103.00,6.8467190,47.6522460,000AE
2023-1204072,2023-01-05,1,Vente,115000.00,25,,"RUE DE MADAGASCAR",2500,90000,90010,Belfort,90,,,90010000AE0480,,,,,,,,,,,,,0,,,,,S,sols,,,74.00,6.8467760,47.6521660,000AE
2023-1204073,2023-01-17,1,Vente,125000.00,2,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0153,,,1058,,1075,94.57,,,,,,,2,3,Dépendance,,0,,,,,,6.8471620,47.6648740,000BH
2023-1204073,2023-01-17,1,Vente,125000.00,2,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0153,,,1031,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8471620,47.6648740,000BH
2023-1204073,2023-01-17,1,Vente,125000.00,2,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0153,,,1058,,1075,94.57,,,,,,,2,2,Appartement,95.00,5,,,,,,6.8471620,47.6648740,000BH
2023-1204074,2023-01-18,1,Vente,3400.00,,,"DERRIERE LE MOULIN",B028,90170,90003,Anjoutey,90,,,900030000C0165,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,1665.00,6.9212630,47.7009510,0000C
2023-1204074,2023-01-18,1,Vente,3400.00,,,"AU BOIS LE PRETRE",B008,90170,90003,Anjoutey,90,,,900030000C0800,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,5676.00,6.9250160,47.7016250,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"GRANDE GOUTTE HAUTE FOUILL",B059,90170,90003,Anjoutey,90,,,900030000A0373,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,408.00,6.9471350,47.7179570,0000A
2023-1204075,2023-01-18,1,Vente,4500.00,,,"LA GRANDE GOUTTE",B058,90170,90003,Anjoutey,90,,,900030000A0395,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,6.00,6.9463340,47.7195870,0000A
2023-1204075,2023-01-18,1,Vente,4500.00,,,"LA GRANDE GOUTTE",B058,90170,90003,Anjoutey,90,,,900030000A0396,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,532.00,6.9469120,47.7194950,0000A
2023-1204075,2023-01-18,1,Vente,4500.00,,,"GOUTTE ARDIN",B049,90170,90003,Anjoutey,90,,,900030000C0036,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,1640.00,6.9164900,47.7023420,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"DERRIERE LE MOULIN",B028,90170,90003,Anjoutey,90,,,900030000C0156,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2160.00,6.9225370,47.7014610,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"SOUS LE TORCHENE",B098,90170,90003,Anjoutey,90,,,900030000C0450,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,768.00,6.9148620,47.6926140,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"SOUS LE TORCHENE",B098,90170,90003,Anjoutey,90,,,900030000C0451,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,175.00,6.9149100,47.6923590,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"A LA GOUTTE NICOLAS GIRARD",B055,90170,90003,Anjoutey,90,,,900030000C0476,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,540.00,6.9152080,47.6921420,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"A LA GOUTTE NICOLAS GIRARD",B055,90170,90003,Anjoutey,90,,,900030000C0499,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,427.00,6.9115060,47.6909160,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"A LA GOUTTE NICOLAS GIRARD",B055,90170,90003,Anjoutey,90,,,900030000C0510,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,356.00,6.9115000,47.6913820,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"A LA GOUTTE NICOLAS GIRARD",B055,90170,90003,Anjoutey,90,,,900030000C0520,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,864.00,6.9114380,47.6919130,0000C
2023-1204075,2023-01-18,1,Vente,4500.00,,,"PRE DES HOMMES",B077,90170,90003,Anjoutey,90,,,900030000C0733,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2906.00,6.9092030,47.6915270,0000C
2023-1204076,2023-01-16,1,Vente,194000.00,1,,"IMP DES ALOUETTES",0001,90800,90008,Bavilliers,90,,,90008000ZA0257,,,,,,,,,,,,,0,1,Maison,86.00,4,S,sols,,,666.00,6.8259570,47.6225530,000ZA
2023-1204077,2023-01-16,1,Vente,78400.00,1,,"BD DU MARECHAL JOFFRE",2670,90000,90010,Belfort,90,,,90010000AK0077,,,115,,,,,,,,,,1,2,Appartement,60.00,3,,,,,,6.8565400,47.6411090,000AK
2023-1204099,2023-01-18,1,Vente,1662.50,,,"SUR LE VERBAL",B054,90200,90052,Giromagny,90,,,90052000AM0203,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2630.00,6.8213220,47.7301280,000AM
2023-1204077,2023-01-16,1,Vente,78400.00,1,,"BD DU MARECHAL JOFFRE",2670,90000,90010,Belfort,90,,,90010000AK0077,,,119,67.77,,,,,,,,,1,4,"Local industriel. commercial ou assimilé",72.00,0,,,,,,6.8565400,47.6411090,000AK
2023-1204077,2023-01-16,1,Vente,78400.00,1,,"BD DU MARECHAL JOFFRE",2670,90000,90010,Belfort,90,,,90010000AK0077,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8565400,47.6411090,000AK
2023-1204077,2023-01-16,1,Vente,78400.00,1,,"BD DU MARECHAL JOFFRE",2670,90000,90010,Belfort,90,,,90010000AK0077,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8565400,47.6411090,000AK
2023-1204078,2023-01-09,1,"Vente en l'état futur d'achèvement",210800.00,1,,"RUE SAINT ANTOINE",3510,90000,90010,Belfort,90,,,90010000AI0620,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8555360,47.6444150,000AI
2023-1204078,2023-01-09,1,"Vente en l'état futur d'achèvement",210800.00,1,,"RUE SAINT ANTOINE",3510,90000,90010,Belfort,90,,,90010000AI0620,,,29,,,,,,,,,,1,2,Appartement,68.00,3,,,,,,6.8555360,47.6444150,000AI
2023-1204079,2023-01-12,1,Vente,15.00,,,"CHAMPS FOURCHETTE",B003,90300,90103,Vétrigne,90,,,90103000AA0061,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,15.00,,,000AA
2023-1204080,2023-01-10,1,Vente,53050.00,9,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,22,35.90,,,,,,,,,1,2,Appartement,36.00,1,,,,,,6.8462160,47.6679800,000BH
2023-1204080,2023-01-10,1,Vente,53050.00,9,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,22,35.90,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8462160,47.6679800,000BH
2023-1204080,2023-01-10,1,Vente,53050.00,11,,"RUE VIPALOGO",0433,90300,90099,Valdoie,90,,,90099000BH0008,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8462160,47.6679800,000BH
2023-1204081,2023-01-12,1,Vente,233000.00,7,,"RUE DU BROMONT",0010,90160,90034,Denney,90,,,90034000AC0073,,,,,,,,,,,,,0,1,Maison,126.00,5,S,sols,,,664.00,6.8986490,47.6559170,000AC
2023-1204082,2023-01-19,2,Vente,1.00,,,"ES PEILES",B011,90150,90049,Foussemagne,90,,,90049000ZB0229,,,,,,,,,,,,,0,,,,,P,prés,,,342.00,,,000ZB
2023-1204083,2023-01-12,1,Vente,168000.00,4,,"RUE ROGER SALENGRO",3430,90000,90010,Belfort,90,,,90010000AE0200,,,,,,,,,,,,,0,1,Maison,72.00,4,S,sols,,,105.00,6.8512710,47.6504890,000AE
2023-1204083,2023-01-12,1,Vente,168000.00,4,,"RUE ROGER SALENGRO",3430,90000,90010,Belfort,90,,,90010000AE0200,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,105.00,6.8512710,47.6504890,000AE
2023-1204084,2023-01-06,1,Vente,12000.00,,,"LES CHAMPS DU BAS",B038,90300,90057,Lachapelle-sous-Chaux,90,,,90057000AC0094,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2268.00,6.8089560,47.7202010,000AC
2023-1204084,2023-01-06,1,Vente,12000.00,,,"LES CHAMPS DU BAS",B038,90300,90057,Lachapelle-sous-Chaux,90,,,90057000AC0094,,,,,,,,,,,,,0,,,,,S,sols,,,532.00,6.8089560,47.7202010,000AC
2023-1204085,2023-01-17,1,Vente,105000.00,2,,"RUE MARIE THERESE",0290,90300,90099,Valdoie,90,,,90099000BE0045,,,7,,9,,,,,,,,2,1,Maison,85.00,4,,,,,,6.8439510,47.6718920,000BE
2023-1204085,2023-01-17,1,Vente,105000.00,2,,"RUE MARIE THERESE",0290,90300,90099,Valdoie,90,,,90099000BE0045,,,7,,9,,,,,,,,2,3,Dépendance,,0,,,,,,6.8439510,47.6718920,000BE
2023-1204086,2023-01-09,1,Vente,126440.00,30,,"RUE FREDERIC CHOPIN",1580,90000,90010,Belfort,90,,,90010000BO0497,,,,,,,,,,,,,0,1,Maison,74.00,4,S,sols,,,382.00,6.8489190,47.6213410,000BO
2023-1204087,2023-01-06,3,Vente,100000.00,,,VILLAGE,B010,90300,90029,Cravanche,90,,,90029000AB0253,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,333.00,6.8317570,47.6563650,000AB
2023-1204087,2023-01-06,3,Vente,100000.00,,,VILLAGE,B010,90300,90029,Cravanche,90,,,90029000AB0890,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,237.00,6.8318080,47.6565370,000AB
2023-1204087,2023-01-06,3,Vente,100000.00,,,VILLAGE,B010,90300,90029,Cravanche,90,,,90029000AB0892,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,35.00,6.8314310,47.6565610,000AB
2023-1204088,2023-01-09,1,Vente,209550.00,22,,"RUE FRANCOISE DOLTO",1185,90000,90010,Belfort,90,,,90010000AS0234,,,212,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8633520,47.6469250,000AS
2023-1204088,2023-01-09,1,Vente,209550.00,22,,"RUE FRANCOISE DOLTO",1185,90000,90010,Belfort,90,,,90010000AS0234,,,204,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8633520,47.6469250,000AS
2023-1204088,2023-01-09,1,Vente,209550.00,22,,"RUE FRANCOISE DOLTO",1185,90000,90010,Belfort,90,,,90010000AS0234,,,106,,,,,,,,,,1,2,Appartement,113.00,5,,,,,,6.8633520,47.6469250,000AS
2023-1204089,2023-01-23,1,Vente,306600.00,55,,"RUE DU THIAMONT",0058,90350,90042,Évette-Salbert,90,,,90042000BI0137,,,,,,,,,,,,,0,1,Maison,136.00,6,J,jardins,,,1338.00,6.7865870,47.6632870,000BI
2023-1204089,2023-01-23,1,Vente,306600.00,55,,"RUE DU THIAMONT",0058,90350,90042,Évette-Salbert,90,,,90042000BI0137,,,,,,,,,,,,,0,1,Maison,136.00,6,S,sols,,,500.00,6.7865870,47.6632870,000BI
2023-1204090,2023-01-19,1,Vente,44650.00,38,T,"AV DU GENERAL LECLERC",1750,90000,90010,Belfort,90,,,90010000BV0441,,,,,,,,,,,,,0,2,Appartement,46.00,2,S,sols,,,72.00,6.8415130,47.6370260,000BV
2023-1204091,2023-01-06,1,Vente,370000.00,,,"LE VILLAGE",B092,90800,90098,Urcerey,90,,,90098000AA0030,,,,,,,,,,,,,0,,,,,VE,vergers,,,936.00,6.8068120,47.6066820,000AA
2023-1204091,2023-01-06,1,Vente,370000.00,9,,"RUE DU MONT VAUDOIS",0021,90800,90098,Urcerey,90,,,90098000AA0031,,,,,,,,,,,,,0,1,Maison,60.00,4,S,sols,,,885.00,6.8065100,47.6068720,000AA
2023-1204092,2023-01-13,1,Vente,48000.00,,,VILLAGE,B080,90120,90072,Morvillars,90,,,900720000A0090,,,3,,,,,,,,,,1,2,Appartement,51.00,1,,,,,,6.9322110,47.5466070,0000A
2023-1204093,2023-01-06,1,Vente,200000.00,19,,"RUE DE BELFORT",0040,90800,90008,Bavilliers,90,,,90008000AE0278,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",300.00,0,S,sols,,,627.00,6.8434580,47.6251870,000AE
2023-1204094,2023-01-06,1,Vente,147950.00,16,,"QUARTIER DES PLANCHETTES",0362,90200,90052,Giromagny,90,,,90052000AK0041,,,,,,,,,,,,,0,1,Maison,74.00,4,S,sols,,,812.00,6.8300280,47.7308900,000AK
2023-1204095,2023-01-18,1,Vente,56250.00,10,,"RUE DE LA PREMIERE DFL",0380,90200,90052,Giromagny,90,,,90052000AB0380,,,1,65.16,11,,13,10.00,,,,,3,3,Dépendance,,0,,,,,,6.8201450,47.7491290,000AB
2023-1204095,2023-01-18,1,Vente,56250.00,10,,"RUE DE LA PREMIERE DFL",0380,90200,90052,Giromagny,90,,,90052000AB0380,,,1,65.16,11,,13,10.00,,,,,3,2,Appartement,65.00,3,,,,,,6.8201450,47.7491290,000AB
2023-1204095,2023-01-18,1,Vente,56250.00,10,,"RUE DE LA PREMIERE DFL",0380,90200,90052,Giromagny,90,,,90052000AB0380,,,13,10.00,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8201450,47.7491290,000AB
2023-1204096,2023-01-16,1,Vente,420000.00,3,,"IMP DU SENTIER",0045,90150,90036,Eguenigue,90,,,900360000A0995,,,,,,,,,,,,,0,1,Maison,203.00,6,VE,vergers,,,1136.00,6.9324700,47.6702640,0000A
2023-1204096,2023-01-16,1,Vente,420000.00,3,,"IMP DU SENTIER",0045,90150,90036,Eguenigue,90,,,900360000A0995,,,,,,,,,,,,,0,1,Maison,203.00,6,S,sols,,,500.00,6.9324700,47.6702640,0000A
2023-1204097,2023-01-13,1,Vente,9000.00,9002,,"RUE PAUL BERT",2950,90000,90010,Belfort,90,,,90010000AE0078,,,114,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8479170,47.6531810,000AE
2023-1204098,2023-01-16,1,Vente,340500.00,54,,"RUE DES CHEZEAUX",0027,90380,90087,Roppe,90,,,90087000AD0258,,,,,,,,,,,,,0,1,Maison,113.00,4,S,sols,,,1143.00,6.9201740,47.6734410,000AD
2023-1204099,2023-01-18,1,Vente,1662.50,,,"COTE DU MILIEU",B017,90200,90052,Giromagny,90,,,90052000AM0023,,,,,,,,,,,,,0,,,,,P,prés,,,2100.00,6.8174810,47.7296890,000AM
2023-1204100,2023-01-13,1,Vente,83000.00,112,,"RUE DU GAL DE GAULLE",0060,90850,90039,Essert,90,,,90039000AH0094,,,18,,3,,,,,,,,2,2,Appartement,81.00,4,,,,,,6.8334380,47.6359610,000AH
2023-1204100,2023-01-13,1,Vente,83000.00,112,,"RUE DU GAL DE GAULLE",0060,90850,90039,Essert,90,,,90039000AH0094,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.8334380,47.6359610,000AH
2023-1204100,2023-01-13,1,Vente,83000.00,112,,"RUE DU GAL DE GAULLE",0060,90850,90039,Essert,90,,,90039000AH0094,,,18,,3,,,,,,,,2,3,Dépendance,,0,,,,,,6.8334380,47.6359610,000AH
2023-1204100,2023-01-13,1,Vente,83000.00,112,,"RUE DU GAL DE GAULLE",0060,90850,90039,Essert,90,,,90039000AH0094,,,18,,3,,,,,,,,2,3,Dépendance,,0,,,,,,6.8334380,47.6359610,000AH
2023-1204101,2023-01-23,1,Vente,65000.00,,,"LE VILLAGE",B060,90150,90002,Angeot,90,,,900020000C0220,,,,,,,,,,,,,0,,,,,T,terres,,,506.00,7.0146030,47.7027160,0000C
2023-1204101,2023-01-23,1,Vente,65000.00,,,"LE VILLAGE",B060,90150,90002,Angeot,90,,,900020000C0222,,,,,,,,,,,,,0,,,,,VE,vergers,,,502.00,7.0148580,47.7027750,0000C
2023-1204102,2023-01-16,1,Vente,190000.00,304,,"RUE DE BREBOTTE",0105,90400,90104,Vézelois,90,,,901040000E0208,,,71,92.64,,,,,,,,,1,2,Appartement,95.00,4,,,,,,6.9193430,47.6062430,0000E
2023-1204102,2023-01-16,1,Vente,190000.00,304,,"RUE DE BREBOTTE",0105,90400,90104,Vézelois,90,,,901040000E0208,,,95,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.9193430,47.6062430,0000E
2023-1204102,2023-01-16,1,Vente,190000.00,304,,"RUE DE BREBOTTE",0105,90400,90104,Vézelois,90,,,901040000E0208,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.9193430,47.6062430,0000E
2023-1204103,2023-01-16,2,Vente,215.00,,,"LE VILLAGE",B076,90200,90005,Auxelles-Bas,90,,,90005000AC0533,,,,,,,,,,,,,0,,,,,S,sols,,,26.00,6.7811880,47.7339730,000AC
2023-1204104,2023-01-05,1,Vente,170000.00,8,,"RUE DES HAUTS POIRIERS",0032,90140,90018,Brebotte,90,,,90018000ZD0005,,,,,,,,,,,,,0,1,Maison,85.00,5,J,jardins,,,953.00,6.9772760,47.5803960,000ZD
2023-1204104,2023-01-05,1,Vente,170000.00,8,,"RUE DES HAUTS POIRIERS",0032,90140,90018,Brebotte,90,,,90018000ZD0005,,,,,,,,,,,,,0,1,Maison,85.00,5,S,sols,,,527.00,6.9772760,47.5803960,000ZD
