id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0147,,,,,,,,,,,,,0,,,,,T,terres,,,229.00,6.7498380,47.5935630,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0148,,,,,,,,,,,,,0,,,,,T,terres,,,229.00,6.7498680,47.5937480,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0149,,,,,,,,,,,,,0,,,,,T,terres,,,231.00,6.7499100,47.5939150,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0150,,,,,,,,,,,,,0,,,,,T,terres,,,229.00,6.7499650,47.5940700,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0151,,,,,,,,,,,,,0,,,,,T,terres,,,236.00,6.7500020,47.5942390,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0152,,,,,,,,,,,,,0,,,,,T,terres,,,229.00,6.7500680,47.5944230,000ZB
2022-1146414,2022-06-17,1,Vente,15000.00,,,"SOUS LA COTE",B079,70400,70312,Luze,70,,,70312000ZB0153,,,,,,,,,,,,,0,,,,,T,terres,,,231.00,6.7501680,47.5946020,000ZB
2022-1146675,2022-07-01,2,Vente,100.00,,,"LE VILLAGE",B058,70000,70019,Andelarre,70,,,700190000B0711,,,,,,,,,,,,,0,,,,,L,landes,,,11.00,6.0966840,47.5898570,0000B
2022-1146675,2022-07-01,2,Vente,100.00,,,"LE VILLAGE",B058,70000,70019,Andelarre,70,,,700190000B0712,,,,,,,,,,,,,0,,,,,L,landes,,,5.00,6.0966420,47.5898500,0000B
2022-1146675,2022-07-01,2,Vente,100.00,,,"LE VILLAGE",B058,70000,70019,Andelarre,70,,,700190000B0713,,,,,,,,,,,,,0,,,,,S,sols,,,10.00,6.0967170,47.5898960,0000B
2022-1146846,2022-06-27,1,Vente,2500.00,,,"LE VILLAGE",B186,70160,70341,Menoux,70,,,703410000E0361,,,,,,,,,,,,,0,,,,,S,sols,,,27.00,6.1030870,47.8081380,0000E
2022-1146847,2022-06-27,1,Vente,33334.60,,,RAMAILLE,B029,70360,70028,Aroz,70,,,70028000ZE0010,,,,,,,,,,,,,0,,,,,P,prés,,,28210.00,5.9996620,47.5985060,000ZE
2022-1146847,2022-06-27,1,Vente,33334.60,,,RAMAILLE,B029,70360,70028,Aroz,70,,,70028000ZE0010,,,,,,,,,,,,,0,,,,,P,prés,,,100000.00,5.9996620,47.5985060,000ZE
2022-1146954,2022-07-20,1,Vente,39500.00,,,"SUR LA ROUTE D AMANCE",B119,70500,70177,Corre,70,,,701770000B0883,,,,,,,,,,,,,0,,,,,P,prés,,,7858.00,,,0000B
2022-1147174,2022-07-08,1,Vente,360000.00,,,"LA VILLE",B080,70000,70550,Vesoul,70,,,705500000B0907,,,,,,,,,,,,,0,,,,,S,sols,,,55.00,6.1606050,47.6244960,0000B
2022-1147174,2022-07-08,1,Vente,360000.00,,,"LA VILLE",B080,70000,70550,Vesoul,70,,,705500000B0908,,,,,,,,,,,,,0,,,,,S,sols,,,23.00,6.1600670,47.6242330,0000B
2022-1147662,2022-08-12,1,Vente,192000.00,,,"LA VILLE",B080,70000,70550,Vesoul,70,,,705500000G0464,,,,,,,,,,,,,0,,,,,S,sols,,,17.00,6.1612380,47.6150430,0000G
2022-1147733,2022-08-11,1,Vente,150000.00,,,"LE VILLAGE",B127,70320,70171,Corbenay,70,,,701710000A0956,,,,,,,,,,,,,0,,,,,P,prés,,,1873.00,6.3267170,47.8928880,0000A
2022-1147733,2022-08-11,1,Vente,150000.00,,,"LE VILLAGE",B127,70320,70171,Corbenay,70,,,701710000A0963,,,,,,,,,,,,,0,,,,,S,sols,,,318.00,6.3280360,47.8922120,0000A
2022-1147733,2022-08-11,1,Vente,150000.00,,,"LE VILLAGE",B127,70320,70171,Corbenay,70,,,701710000A1711,,,,,,,,,,,,,0,,,,,P,prés,,,1891.00,6.3271020,47.8928020,0000A
2022-1147733,2022-08-11,1,Vente,150000.00,,,"LE VILLAGE",B127,70320,70171,Corbenay,70,,,701710000A1714,,,,,,,,,,,,,0,,,,,P,prés,,,138.00,6.3272550,47.8924670,0000A
2022-1147733,2022-08-11,1,Vente,150000.00,,,"LE VILLAGE",B127,70320,70171,Corbenay,70,,,701710000A1716,,,,,,,,,,,,,0,,,,,S,sols,,,9.00,6.3277040,47.8922600,0000A
2022-1147757,2022-08-11,1,Vente,820000.00,,,"LES CRAIES",B019,70000,70134,Chariez,70,,,70134000ZI0054,,,,,,,,,,,,,0,,,,,S,sols,,,148.00,6.0608770,47.6321050,000ZI
2022-1147786,2022-09-07,1,Vente,34600.00,,,"LE VILLAGE",B179,70500,70078,Bougey,70,,,700780000B1472,,,,,,,,,,,,,0,,,,,P,prés,,,573.00,5.8618090,47.7831450,0000B
2022-1148439,2022-09-29,1,Vente,1.00,,,"CHAMPS CARREY",B015,70200,70321,Magny-Vernois,70,,,70321000AD0279,,,,,,,,,,,,,0,,,,,T,terres,,,15.00,,,000AD
2022-1149966,2022-12-15,1,Vente,98000.00,,,"LES POTETS",B127,70270,70256,Fresse,70,,,702560000A0343,,,,,,,,,,,,,0,,,,,P,prés,,,275.00,6.6800970,47.7679510,0000A
2022-1150035,2022-12-14,1,Vente,25000.00,,,"LE VILLAGE",B043,70170,70278,Grattery,70,,,702780000C0088,,,,,,,,,,,,,0,,,,,T,terres,,,430.00,6.0765690,47.6685260,0000C
2022-1150035,2022-12-14,1,Vente,25000.00,,,"LE VILLAGE",B043,70170,70278,Grattery,70,,,702780000C0832,,,,,,,,,,,,,0,,,,,S,sols,,,306.00,6.0762460,47.6687270,0000C
2022-1150035,2022-12-14,1,Vente,25000.00,,,"LE VILLAGE",B043,70170,70278,Grattery,70,,,702780000C0834,,,,,,,,,,,,,0,,,,,T,terres,,,775.00,6.0766920,47.6685970,0000C
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0138,,,,,,,,,,,,,0,,,,,S,sols,,,138.00,5.5658020,47.4270690,000AB
2022-1143602,2022-01-13,1,Vente,1.00,,,"AU NOYEUX",B093,70500,70177,Corre,70,,,701770000A0895,,,,,,,,,,,,,0,,,,,P,prés,,,39.00,5.9904630,47.9212300,0000A
2022-1143556,2022-01-04,1,Vente,114000.00,3,,"RUE ARISTIDE BRIAND",0030,70300,70311,Luxeuil-les-Bains,70,,,70311000AS0322,,,,,,,,,,,,,0,1,Maison,87.00,3,S,sols,,,150.00,6.3827960,47.8131970,000AS
2022-1143556,2022-01-04,1,Vente,114000.00,3,A,"RUE ARISTIDE BRIAND",0030,70300,70311,Luxeuil-les-Bains,70,,,70311000AS0324,,,,,,,,,,,,,0,,,,,S,sols,,,5.00,6.3827440,47.8132490,000AS
2022-1143557,2022-01-11,1,Vente,66000.00,,,"AU VILLAGE",B079,70240,70141,Châtenois,70,,,701410000B0128,,,,,,,,,,,,,0,,,,,VE,vergers,,,694.00,6.3123050,47.6820600,0000B
2022-1143557,2022-01-11,1,Vente,66000.00,40,,"GRANDE RUE",0060,70240,70141,Châtenois,70,,,701410000B0129,,,,,,,,,,,,,0,1,Maison,125.00,4,S,sols,,,532.00,6.3126650,47.6819870,0000B
2022-1143558,2022-01-11,1,Vente,134000.00,2,,"RUE DES VIGNES",0238,70130,70539,Vellexon-Queutrey-et-Vaudey,70,,,70539000ZR0076,,,,,,,,,,,,,0,1,Maison,108.00,5,S,sols,,,1000.00,5.8073740,47.5572770,000ZR
2022-1143558,2022-01-11,1,Vente,134000.00,2,,"RUE DES VIGNES",0238,70130,70539,Vellexon-Queutrey-et-Vaudey,70,,,70539000ZR0076,,,,,,,,,,,,,0,1,Maison,108.00,5,J,jardins,,,224.00,5.8073740,47.5572770,000ZR
2022-1143559,2022-01-12,1,Vente,43150.00,8,,"RUE DE LA CHARITE",0018,70000,70207,Échenoz-la-Méline,70,,,70207000AE0203,,,7,41.33,,,,,,,,,1,2,Appartement,56.00,3,,,,,,6.1369940,47.6016310,000AE
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0137,,,,,,,,,,,,,0,,,,,J,jardins,,,129.00,5.5658600,47.4270980,000AB
2022-1143560,2022-01-05,1,Vente,110000.00,5,,"RUE DES PLANCHOTTES",0165,70100,70529,Velet,70,,,70529000AB0141,,,,,,,,,,,,,0,1,Maison,101.00,6,S,sols,,,235.00,5.5655250,47.4270510,000AB
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0307,,,,,,,,,,,,,0,,,,,S,sols,,,2.00,5.5656560,47.4270790,000AB
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0308,,,,,,,,,,,,,0,,,,,S,sols,,,105.00,5.5656180,47.4270670,000AB
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0309,,,,,,,,,,,,,0,,,,,S,sols,,,2.00,5.5655910,47.4271400,000AB
2022-1143560,2022-01-05,1,Vente,110000.00,,,"LE VILLAGE",B082,70100,70529,Velet,70,,,70529000AB0425,,,,,,,,,,,,,0,,,,,S,sols,,,239.00,5.5657570,47.4270220,000AB
2022-1143561,2022-01-07,1,Vente,40000.00,5,,"RUE DE LA BARRE",0022,70100,70041,Autrey-lès-Gray,70,,,70041000AE0035,,,,,,,,,,,,,0,1,Maison,160.00,5,S,sols,,,147.00,5.4893860,47.4855260,000AE
2022-1143562,2022-01-11,1,Vente,15000.00,,,"LES ARBUTS",B002,70240,70263,Genevrey,70,,,70263000ZB0050,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,1800.00,6.3398090,47.7302600,000ZB
2022-1143562,2022-01-11,1,Vente,15000.00,,,"LES ARBUTS",B002,70240,70263,Genevrey,70,,,70263000ZB0050,,,,,,,,,,,,,0,,,,,L,landes,,,1640.00,6.3398090,47.7302600,000ZB
2022-1143562,2022-01-11,1,Vente,15000.00,,,"EN DURGEON",B055,70240,70263,Genevrey,70,,,70263000ZC0035,,,,,,,,,,,,,0,,,,,BS,"taillis sous futaie",,,12370.00,6.3359810,47.7224740,000ZC
2022-1143562,2022-01-11,1,Vente,15000.00,,,"PRE RENAUD",B111,70240,70263,Genevrey,70,,,70263000ZE0002,,,,,,,,,,,,,0,,,,,L,landes,,,11910.00,6.3118930,47.7104740,000ZE
2022-1143562,2022-01-11,1,Vente,15000.00,,,"EN BRENEY",B011,70240,70263,Genevrey,70,,,70263000ZI0026,,,,,,,,,,,,,0,,,,,VE,vergers,,,2480.00,6.3186730,47.7233250,000ZI
2022-1143563,2022-01-08,1,Vente,190000.00,,,"LE VILLAGE",B114,70800,70249,Francalmont,70,,,702490000A1053,,,,,,,,,,,,,0,,,,,S,sols,,,378.00,6.2675590,47.8383760,0000A
2022-1143563,2022-01-08,1,Vente,190000.00,3,,"RUE DE L EGLISE",0030,70800,70249,Francalmont,70,,,702490000A1211,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,155.00,6.2674780,47.8385520,0000A
2022-1143563,2022-01-08,1,Vente,190000.00,3,,"RUE DE L EGLISE",0030,70800,70249,Francalmont,70,,,702490000A1211,,,,,,,,,,,,,0,1,Maison,120.00,2,S,sols,,,155.00,6.2674780,47.8385520,0000A
2022-1143564,2022-01-11,1,Vente,131846.90,6,,"RUE BEL AIR",0065,70400,70285,Héricourt,70,,,70285000AK0356,,,,,,,,,,,,,0,1,Maison,69.00,3,S,sols,,,297.00,6.7587920,47.5792950,000AK
2022-1143565,2022-01-04,1,Vente,3600.00,,,"LE VILLAGE",B090,70190,70085,Boult,70,,,700850000C0180,,,,,,,,,,,,,0,,,,,VE,vergers,,,4982.00,5.9988150,47.3809970,0000C
2022-1143566,2022-01-07,1,Vente,115000.00,5004,,"GR GRANDE RUE",0013,70190,70038,Authoison,70,,,70038000AB0146,,,,,,,,,,,,,0,1,Maison,117.00,5,S,sols,,,163.00,6.1466950,47.4884410,000AB
2022-1143567,2022-01-10,1,Vente,53000.00,,,"DERRIERE LA COTE",B040,70190,70174,Cordonnet,70,,,70174000ZD0122,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,1537.00,5.9653990,47.4172430,000ZD
2022-1143568,2022-01-03,1,Vente,400.00,,,"LES GENETRES",B087,70210,70242,Fontenois-la-Ville,70,,,702420000B0047,,,,,,,,,,,,,0,,,,,L,landes,,,1340.00,6.1638540,47.9548680,0000B
2022-1143569,2022-01-07,1,Vente,200000.00,7,,"IMP DE L AIGLE NOIR",0031,70000,70550,Vesoul,70,,,705500000B0437,,,,,,,,,,,,,0,2,Appartement,39.00,2,S,sols,,,210.00,6.1551390,47.6224020,0000B
2022-1143569,2022-01-07,1,Vente,200000.00,7,,"IMP DE L AIGLE NOIR",0031,70000,70550,Vesoul,70,,,705500000B0437,,,,,,,,,,,,,0,2,Appartement,30.00,1,S,sols,,,210.00,6.1551390,47.6224020,0000B
2022-1143569,2022-01-07,1,Vente,200000.00,7,,"IMP DE L AIGLE NOIR",0031,70000,70550,Vesoul,70,,,705500000B0437,,,,,,,,,,,,,0,2,Appartement,30.00,1,S,sols,,,210.00,6.1551390,47.6224020,0000B
2022-1143569,2022-01-07,1,Vente,200000.00,7,,"IMP DE L AIGLE NOIR",0031,70000,70550,Vesoul,70,,,705500000B0437,,,,,,,,,,,,,0,2,Appartement,34.00,1,S,sols,,,210.00,6.1551390,47.6224020,0000B
2022-1143569,2022-01-07,1,Vente,200000.00,7,,"IMP DE L AIGLE NOIR",0031,70000,70550,Vesoul,70,,,705500000B0437,,,,,,,,,,,,,0,2,Appartement,37.00,2,S,sols,,,210.00,6.1551390,47.6224020,0000B
2022-1143570,2022-01-07,1,Vente,133000.00,26,,"GRANDE RUE",0060,70190,70326,"La Malachère",70,,,70326000ZB0126,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,986.00,6.0738810,47.4488590,000ZB
2022-1143570,2022-01-07,1,Vente,133000.00,26,,"GRANDE RUE",0060,70190,70326,"La Malachère",70,,,70326000ZB0126,,,,,,,,,,,,,0,1,Maison,80.00,4,S,sols,,,986.00,6.0738810,47.4488590,000ZB
2022-1143571,2022-01-07,1,Vente,28000.00,22,,"GR GRANDE RUE",0073,70130,70491,Seveux-Motey,70,,,70491000AB0214,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,176.00,5.7505970,47.5558120,000AB
2022-1143571,2022-01-07,1,Vente,28000.00,22,,"GR GRANDE RUE",0073,70130,70491,Seveux-Motey,70,,,70491000AB0214,,,,,,,,,,,,,0,1,Maison,137.00,6,S,sols,,,176.00,5.7505970,47.5558120,000AB
2022-1143571,2022-01-07,1,Vente,28000.00,,,"LE VILLAGE DE SEVEUX",B129,70130,70491,Seveux-Motey,70,,,70491000AB0215,,,,,,,,,,,,,0,,,,,J,jardins,,,235.00,5.7503830,47.5555540,000AB
2022-1143571,2022-01-07,1,Vente,28000.00,,,"LE VILLAGE DE SEVEUX",B129,70130,70491,Seveux-Motey,70,,,70491000AB0216,,,,,,,,,,,,,0,,,,,P,prés,,,314.00,5.7500780,47.5552820,000AB
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,T,terres,,,2800.00,6.2460370,47.4310900,000ZA
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,240.00,6.2460370,47.4310900,000ZA
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,L,landes,PATIS,Patis,4422.00,6.2460370,47.4310900,000ZA
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,360.00,6.2460370,47.4310900,000ZA
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,L,landes,PATIS,Patis,3420.00,6.2460370,47.4310900,000ZA
2022-1143572,2022-01-07,1,Vente,3600.00,,,"LES CRAIES",B020,70230,70335,Maussans,70,,,70335000ZA0078,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,240.00,6.2460370,47.4310900,000ZA
2022-1143573,2022-01-08,1,Vente,2000.00,,,"LA COTE",B038,70210,70404,Passavant-la-Rochère,70,,,704040000C0500,,,,,,,,,,,,,0,,,,,J,jardins,,,499.00,6.0433140,47.9690870,0000C
2022-1143574,2022-01-07,1,Vente,650.00,,,"EN LA PERRIERE",B086,70160,70056,Baulay,70,,,700560000A0024,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,610.00,6.0107160,47.8005720,0000A
2022-1143574,2022-01-07,1,Vente,650.00,,,"SUR LE COTE",B039,70160,70056,Baulay,70,,,700560000C0098,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,1390.00,6.0397580,47.7824040,0000C
2022-1143574,2022-01-07,1,Vente,650.00,,,"SUR LE COTE",B039,70160,70056,Baulay,70,,,700560000C0101,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,1300.00,6.0400800,47.7822540,0000C
2022-1143575,2022-01-06,2,Vente,200.00,27,,"RUE DE VILLIERS",0035,70500,70436,Raincourt,70,,,704360000B0919,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,367.00,5.8827390,47.8595010,0000B
2022-1143575,2022-01-06,2,Vente,200.00,27,,"RUE DE VILLIERS",0035,70500,70436,Raincourt,70,,,704360000B0919,,,,,,,,,,,,,0,1,Maison,72.00,3,S,sols,,,367.00,5.8827390,47.8595010,0000B
2022-1143594,2022-01-10,1,Vente,103900.00,22,,"RUE D AMONT",0010,70250,70451,Ronchamp,70,,,70451000AC0253,,,,,,,,,,,,,0,1,Maison,60.00,2,S,sols,,,400.00,6.6362470,47.7007680,000AC
2022-1143576,2022-01-05,1,Vente,61750.00,29,,"GRANDE RUE",0095,70210,70526,Vauvillers,70,,,70526000AB0271,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",49.00,0,S,sols,,,82.00,6.0978570,47.9223410,000AB
2022-1143576,2022-01-05,1,Vente,61750.00,29,,"GRANDE RUE",0095,70210,70526,Vauvillers,70,,,70526000AB0271,,,,,,,,,,,,,0,2,Appartement,120.00,4,S,sols,,,82.00,6.0978570,47.9223410,000AB
2022-1143576,2022-01-05,1,Vente,61750.00,29,,"GRANDE RUE",0095,70210,70526,Vauvillers,70,,,70526000AB0271,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,82.00,6.0978570,47.9223410,000AB
2022-1143577,2022-01-12,2,Vente,225.00,,,"LA PIECE EN DECA DE LA ROU",B061,70190,70431,Quenoche,70,,,70431000AC0095,,,,,,,,,,,,,0,,,,,S,sols,,,45.00,6.0982030,47.4720600,000AC
2022-1143578,2022-01-04,1,Vente,80000.00,10,,"RUE LAMARTINE",0662,70000,70550,Vesoul,70,,,70550000BS0024,,,,,,,,,,,,,0,1,Maison,66.00,3,S,sols,,,650.00,6.1647790,47.6208820,000BS
2022-1143579,2022-01-10,1,Vente,8000.00,,,"LA VILLE",B080,70000,70550,Vesoul,70,,,705500000G0102,,,,,,,,,,,,,0,,,,,J,jardins,,,349.00,6.1572010,47.6159200,0000G
2022-1143580,2022-01-05,1,Vente,127830.00,6,B,"RUE DE L ARSENAL",0030,70100,70279,Gray,70,,,70279000AC0453,,,40,,,,,,,,,,1,2,Appartement,83.00,4,,,,,,5.5882170,47.4455010,000AC
2022-1143580,2022-01-05,1,Vente,127830.00,6,B,"RUE DE L ARSENAL",0030,70100,70279,Gray,70,,,70279000AC0453,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.5882170,47.4455010,000AC
2022-1143580,2022-01-05,1,Vente,127830.00,6,,"RUE DE L ARSENAL",0030,70100,70279,Gray,70,,,70279000AC0453,,,113,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.5882170,47.4455010,000AC
2022-1143581,2022-01-10,1,Vente,1200.00,,,"EN CHANEVAUX",B028,70100,70331,Mantoche,70,,,70331000YH0092,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,5351.00,5.5208370,47.4208930,000YH
2022-1143582,2022-01-11,1,Vente,99400.00,12,,"RUE DU MUGUET",0110,70170,70421,Port-sur-Saône,70,,,70421000BI0113,,,,,,,,,,,,,0,1,Maison,91.00,4,S,sols,,,624.00,6.0475670,47.6829340,000BI
2022-1143582,2022-01-11,1,Vente,99400.00,12,,"RUE DU MUGUET",0110,70170,70421,Port-sur-Saône,70,,,70421000BI0113,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,624.00,6.0475670,47.6829340,000BI
2022-1143582,2022-01-11,1,Vente,99400.00,12,,"RUE DU MUGUET",0110,70170,70421,Port-sur-Saône,70,,,70421000BI0113,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,624.00,6.0475670,47.6829340,000BI
2022-1143583,2022-01-12,1,Vente,450.00,,,"LES PLANTES",B083,70110,70364,Montjustin-et-Velotte,70,,,703640000D0101,,,,,,,,,,,,,0,,,,,L,landes,,,520.00,6.3786380,47.6136670,0000D
2022-1143824,2022-01-12,1,Vente,2000.00,,,"LE VILLAGE",B179,70500,70078,Bougey,70,,,700780000B0476,,,,,,,,,,,,,0,,,,,S,sols,,,427.00,5.8612520,47.7807210,0000B
2022-1143584,2022-01-10,1,Vente,90000.00,19,,"RTE DE RIOZ",0195,70700,70393,Oiselay-et-Grachaux,70,,,70393000ZE0095,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",435.00,0,S,sols,,,1570.00,5.9439390,47.4217090,000ZE
2022-1143585,2022-01-06,1,Vente,2144.00,,,"DEVANT LE BOIS DE CHAMBORN",B020,70190,70503,Traitiéfontaine,70,,,70503000ZC0036,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2580.00,6.0885180,47.4005180,000ZC
2022-1143585,2022-01-06,1,Vente,2144.00,,,"DEVANT LE BOIS DE CHAMBORN",B020,70190,70503,Traitiéfontaine,70,,,70503000ZC0037,,,,,,,,,,,,,0,,,,,BT,"taillis simples",,,2780.00,6.0882170,47.4007210,000ZC
2022-1143586,2022-01-10,1,Vente,36440.00,,,"LE POIRIER DES FOURCHES",B159,70170,70421,Port-sur-Saône,70,,,70421000BS0078,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,911.00,6.0370990,47.6938590,000BS
2022-1143587,2022-01-07,1,Vente,64000.00,1,,"RUE DE FRANCHE COMTE",0455,70000,70550,Vesoul,70,,,705500000A0947,,,132,,182,,,,,,,,2,2,Appartement,48.00,2,,,,,,6.1562230,47.6189860,0000A
2022-1143587,2022-01-07,1,Vente,64000.00,1,,"RUE DE FRANCHE COMTE",0455,70000,70550,Vesoul,70,,,705500000A0947,,,132,,182,,,,,,,,2,3,Dépendance,,0,,,,,,6.1562230,47.6189860,0000A
2022-1143587,2022-01-07,1,Vente,64000.00,1,,"RUE DE FRANCHE COMTE",0455,70000,70550,Vesoul,70,,,705500000A0947,,,132,,182,,,,,,,,2,3,Dépendance,,0,,,,,,6.1562230,47.6189860,0000A
2022-1143588,2022-01-10,1,Vente,30976.32,,,"EN LA VOIE DE CHEMILLY",B071,70360,70138,Chassey-lès-Scey,70,,,70138000ZA0055,,,,,,,,,,,,,0,,,,,P,prés,,,71070.00,5.9831560,47.6441660,000ZA
