id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2021-949674,2021-07-16,1,Vente,87000.00,14,,"RUE SAINT DIDIER",5700,58000,58194,Nevers,58,,,58194000BO0046,,,1,,11,,2,,4,74.11,5,,6,3,Dépendance,,0,,,,,,3.1550380,46.9879260,000BO
2021-949675,2021-07-16,1,Vente,180000.00,127,,"RUE DES CHARONDES",0095,58320,58214,Pougues-les-Eaux,58,,,582140000D2469,,,,,,,,,,,,,0,1,Maison,96.00,4,S,sols,,,1015.00,3.1081850,47.0790020,0000D
2021-949676,2021-07-26,1,Vente,70000.00,,,"RTE DE SAINT BAUDIERE",0350,58180,58160,Marzy,58,,,58160000BH0021,,,,,,,,,,,,,0,,,,,S,sols,,,2543.00,3.0947510,46.9755310,000BH
2021-949677,2021-07-20,1,Vente,52000.00,2,,"RUE DES CINQ SOURCES",0032,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0070,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,159.00,3.4029580,47.0170210,000BC
2021-949677,2021-07-20,1,Vente,52000.00,2,,"RUE DES CINQ SOURCES",0032,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0070,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,159.00,3.4029580,47.0170210,000BC
2021-949677,2021-07-20,1,Vente,52000.00,2,,"RUE DES CINQ SOURCES",0032,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0070,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,159.00,3.4029580,47.0170210,000BC
2021-949677,2021-07-20,1,Vente,52000.00,,,TRAILLES,B305,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0071,,,,,,,,,,,,,0,,,,,J,jardins,,,410.00,3.4032190,47.0169290,000BC
2021-949677,2021-07-20,1,Vente,52000.00,,,"LES BONNELLES",B036,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0203,,,,,,,,,,,,,0,,,,,P,prés,,,20.00,3.4029420,47.0169630,000BC
2021-949677,2021-07-20,1,Vente,52000.00,,,"LES BONNELLES",B036,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0203,,,,,,,,,,,,,0,,,,,P,prés,,,20.00,3.4029420,47.0169630,000BC
2021-949677,2021-07-20,1,Vente,52000.00,,,"LES BONNELLES",B036,58270,58232,Saint-Benin-d'Azy,58,,,58232000BC0306,,,,,,,,,,,,,0,,,,,P,prés,,,39.00,3.4029630,47.0169370,000BC
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,3,,6,,,,,,,,2,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,1,,,,,,,,,,1,4,"Local industriel. commercial ou assimilé",28.00,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,2,,5,,,,,,,,2,2,Appartement,34.00,2,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,3,,6,,,,,,,,2,2,Appartement,30.00,1,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,4,,,,,,,,,,1,2,Appartement,28.00,2,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,3,,6,,,,,,,,2,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,2,,5,,,,,,,,2,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,2,,5,,,,,,,,2,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949678,2021-07-22,2,Vente,138597.00,8,,"RUE DU PONT CIZEAU",4930,58000,58194,Nevers,58,,,58194000BK0160,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.1635750,46.9890300,000BK
2021-949679,2021-08-04,1,Vente,70000.00,,,"L ENCLOS",B126,58110,58017,Aunay-en-Bazois,58,,,580170000D1047,,,,,,,,,,,,,0,,,,,T,terres,,,587.00,3.7044690,47.1177750,0000D
2021-949679,2021-08-04,1,Vente,70000.00,43,,"L ENCLOS",B126,58110,58017,Aunay-en-Bazois,58,,,580170000D1076,,,,,,,,,,,,,0,1,Maison,97.00,6,S,sols,,,600.00,3.7047060,47.1177880,0000D
2021-949679,2021-08-04,1,Vente,70000.00,,,"L ENCLOS",B126,58110,58017,Aunay-en-Bazois,58,,,580170000D1084,,,,,,,,,,,,,0,,,,,S,sols,,,69.00,3.7047610,47.1176260,0000D
2021-949679,2021-08-04,1,Vente,70000.00,,,"L ENCLOS",B126,58110,58017,Aunay-en-Bazois,58,,,580170000D1128,,,,,,,,,,,,,0,,,,,L,landes,,,67.00,3.7044660,47.1176250,0000D
2021-949680,2021-08-05,1,Vente,600.00,,,"PRE DU MOULIN",B447,58140,58157,Marigny-l'Église,58,,,581570000E0819,,,,,,,,,,,,,0,,,,,P,prés,,,989.00,3.9145700,47.3576860,0000E
2021-949681,2021-08-06,1,Vente,145000.00,,,"FAUBOURG D AVALLON",B149,58140,58145,Lormes,58,,,58145000AM0028,,,,,,,,,,,,,0,,,,,J,jardins,,,387.00,3.8162880,47.2938350,000AM
2021-949681,2021-08-06,1,Vente,145000.00,,,"FAUBOURG D AVALLON",B149,58140,58145,Lormes,58,,,58145000AM0029,,,,,,,,,,,,,0,,,,,J,jardins,,,182.00,3.8160800,47.2940330,000AM
2021-949681,2021-08-06,1,Vente,145000.00,,,"FAUBOURG D AVALLON",B149,58140,58145,Lormes,58,,,58145000AM0031,,,,,,,,,,,,,0,,,,,S,sols,,,65.00,3.8163320,47.2938960,000AM
2021-949681,2021-08-06,1,Vente,145000.00,43,,"RTE D AVALLON",0005,58140,58145,Lormes,58,,,58145000AM0032,,,,,,,,,,,,,0,1,Maison,80.00,4,S,sols,,,104.00,3.8165040,47.2938050,000AM
2021-949681,2021-08-06,1,Vente,145000.00,41,,"RTE D AVALLON",0005,58140,58145,Lormes,58,,,58145000AM0033,,,,,,,,,,,,,0,1,Maison,62.00,3,S,sols,,,66.00,3.8165480,47.2937550,000AM
2021-949681,2021-08-06,1,Vente,145000.00,,,"FAUBOURG D AVALLON",B149,58140,58145,Lormes,58,,,58145000AM0298,,,,,,,,,,,,,0,,,,,J,jardins,,,75.00,3.8159600,47.2939120,000AM
2021-949682,2021-08-09,1,Vente,90000.00,15,,"RUE SAINT PIERRE",0100,58190,58190,Neuffontaines,58,,,58190000AD0234,,,,,,,,,,,,,0,1,Maison,92.00,3,S,sols,,,845.00,3.7257950,47.3455730,000AD
2021-949683,2021-07-27,1,Vente,30000.00,,,"LE BOURG",B004,58190,58169,Moissy-Moulinot,58,,,581690000A0033,,,,,,,,,,,,,0,,,,,S,sols,,,166.00,3.6975060,47.3309270,0000A
2021-949683,2021-07-27,1,Vente,30000.00,24,,"LE BOURG",B004,58190,58169,Moissy-Moulinot,58,,,581690000A0041,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,456.00,3.6974680,47.3307990,0000A
2021-949683,2021-07-27,1,Vente,30000.00,24,,"LE BOURG",B004,58190,58169,Moissy-Moulinot,58,,,581690000A0041,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,456.00,3.6974680,47.3307990,0000A
2021-949683,2021-07-27,1,Vente,30000.00,24,,"LE BOURG",B004,58190,58169,Moissy-Moulinot,58,,,581690000A0041,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,456.00,3.6974680,47.3307990,0000A
2021-949684,2021-08-04,1,Vente,2500.00,,,"RUISSEAU MORIN",B205,58230,58210,Planchez,58,,,58210000ZO0023,,,,,,,,,,,,,0,,,,,T,terres,,,4175.00,4.0465970,47.1292000,000ZO
2021-949685,2021-08-05,1,Vente,50000.00,,,"VENITIEN BAS",B179,58360,58219,Préporché,58,,,58219000ZM0013,,,,,,,,,,,,,0,,,,,S,sols,,,325.00,3.8990490,46.9392120,000ZM
2021-949685,2021-08-05,1,Vente,50000.00,194,,"RTE DE DENNECY",0005,58360,58219,Préporché,58,,,58219000ZM0017,,,,,,,,,,,,,0,1,Maison,67.00,2,S,sols,,,380.00,3.8995650,46.9394330,000ZM
2021-949685,2021-08-05,1,Vente,50000.00,,,"VENITIEN BAS",B179,58360,58219,Préporché,58,,,58219000ZM0018,,,,,,,,,,,,,0,,,,,J,jardins,,,1114.00,3.8992320,46.9395590,000ZM
2021-949686,2021-07-23,1,Vente,69500.00,83,B,MARNAY,B256,58230,58003,Alligny-en-Morvan,58,,,58003000AN0040,,,,,,,,,,,,,0,1,Maison,69.00,3,S,sols,,,570.00,4.1864050,47.1887880,000AN
2021-949687,2021-07-30,1,Vente,49000.00,8,,"RUE DU CHAPEAU ROUGE",0080,58410,58109,Entrains-sur-Nohain,58,,,58109000AE0121,,,,,,,,,,,,,0,1,Maison,116.00,4,S,sols,,,516.00,3.2565060,47.4625360,000AE
2021-949688,2021-07-31,1,Vente,180000.00,11,,"RUE HENRI BACHELIN",0065,58420,58130,Grenois,58,,,58130000ZC0147,,,,,,,,,,,,,0,1,Maison,111.00,3,T,terres,,,2039.00,3.5296160,47.3238430,000ZC
2021-949688,2021-07-31,1,Vente,180000.00,11,,"RUE HENRI BACHELIN",0065,58420,58130,Grenois,58,,,58130000ZC0147,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,2039.00,3.5296160,47.3238430,000ZC
2021-949688,2021-07-31,1,Vente,180000.00,11,,"RUE HENRI BACHELIN",0065,58420,58130,Grenois,58,,,58130000ZC0147,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1000.00,3.5296160,47.3238430,000ZC
2021-949688,2021-07-31,1,Vente,180000.00,11,,"RUE HENRI BACHELIN",0065,58420,58130,Grenois,58,,,58130000ZC0147,,,,,,,,,,,,,0,1,Maison,111.00,3,S,sols,,,1000.00,3.5296160,47.3238430,000ZC
2021-949689,2021-08-06,1,Vente,1500.00,,,"LA GUETTE",B124,58340,58046,Cercy-la-Tour,58,,,580460000I0133,,,,,,,,,,,,,0,,,,,P,prés,,,11240.00,3.6413390,46.8635820,0000I
2021-949690,2021-08-04,1,Vente,160000.00,,,"LE PARC CHEVALIER",B068,58320,58214,Pougues-les-Eaux,58,,,582140000D2450,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,"Jardin potager",74.00,3.0995950,47.0774690,0000D
2021-949690,2021-08-04,1,Vente,160000.00,35,,"RUE DE LA MIGNARDERIE",0330,58320,58214,Pougues-les-Eaux,58,,,582140000D2452,,,,,,,,,,,,,0,1,Maison,67.00,4,S,sols,,,481.00,3.0995230,47.0773520,0000D
2021-949691,2021-08-05,1,Vente,365000.00,25,B,"RUE JACQUES DUCLOS",1405,58640,58303,Varennes-Vauzelles,58,,,58303000AR0477,,,,,,,,,,,,,0,1,Maison,164.00,5,S,sols,,,1476.00,3.1551900,47.0201840,000AR
2021-949692,2021-08-05,1,Vente,52000.00,13,,"RUE DES MONTAPINS",3930,58000,58194,Nevers,58,,,58194000BW0356,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.1495080,46.9844020,000BW
2021-949912,2021-08-26,1,Vente,53000.00,,,"LES LUCAS",B250,58310,58012,Arquian,58,,,58012000ZV0010,,,,,,,,,,,,,0,,,,,T,terres,,,16478.00,2.9727410,47.5315490,000ZV
2021-949692,2021-08-05,1,Vente,52000.00,13,,"RUE DES MONTAPINS",3930,58000,58194,Nevers,58,,,58194000BW0356,,,14,,2,46.57,,,,,,,2,3,Dépendance,,0,,,,,,3.1495080,46.9844020,000BW
2021-949692,2021-08-05,1,Vente,52000.00,13,,"RUE DES MONTAPINS",3930,58000,58194,Nevers,58,,,58194000BW0356,,,14,,2,46.57,,,,,,,2,2,Appartement,46.00,2,,,,,,3.1495080,46.9844020,000BW
2021-949693,2021-08-02,1,Vente,15000.00,49,,"LE CLOIX",B068,58300,58192,Neuville-lès-Decize,58,,,58192000AA0121,,,,,,,,,,,,,0,1,Maison,52.00,3,J,jardins,,,1209.00,3.3140000,46.7743640,000AA
2021-949693,2021-08-02,1,Vente,15000.00,49,,"LE CLOIX",B068,58300,58192,Neuville-lès-Decize,58,,,58192000AA0121,,,,,,,,,,,,,0,1,Maison,52.00,3,S,sols,,,554.00,3.3140000,46.7743640,000AA
2021-949693,2021-08-02,1,Vente,15000.00,,,"LE CLOIX",B068,58300,58192,Neuville-lès-Decize,58,,,58192000AA0122,,,,,,,,,,,,,0,,,,,P,prés,,,5056.00,3.3146300,46.7742510,000AA
2021-949694,2021-08-03,1,Vente,2500.00,30,B,"AV VICTOR HUGO",2530,58300,58095,Decize,58,,,58095000AM0444,,,232,,,,,,,,,,1,3,Dépendance,,0,,,,,,3.4713700,46.8241550,000AM
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0033,,,,,,,,,,,,,0,,,,,T,terres,,,7901.00,3.1557420,46.9588760,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0033,,,,,,,,,,,,,0,,,,,S,sols,,,860.00,3.1557420,46.9588760,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",350.00,0,J,jardins,POTAG,"Jardin potager",1600.00,3.1568340,46.9587240,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,1,Maison,83.00,4,J,jardins,POTAG,"Jardin potager",1600.00,3.1568340,46.9587240,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,"Jardin potager",1600.00,3.1568340,46.9587240,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,1,Maison,83.00,4,S,sols,,,715.00,3.1568340,46.9587240,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",350.00,0,S,sols,,,715.00,3.1568340,46.9587240,000AH
2021-949695,2021-07-29,1,Vente,170000.00,215,,"RTE DE LYON",0090,58000,58051,Challuy,58,,,58051000AH0035,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,715.00,3.1568340,46.9587240,000AH
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,2,Appartement,32.00,2,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,2,Appartement,69.00,3,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949696,2021-07-30,1,Vente,116000.00,12,,"RUE SAINT ELOI",1900,58600,58117,Fourchambault,58,,,58117000AM0131,,,,,,,,,,,,,0,2,Appartement,37.00,2,S,sols,,,420.00,3.0840160,47.0148650,000AM
2021-949697,2021-07-29,1,Vente,155000.00,,,"L AIGUILLON",B003,58640,58303,Varennes-Vauzelles,58,,,58303000AX0205,,,1,135.56,,,,,,,,,1,3,Dépendance,,0,,,,,,3.1336830,47.0004460,000AX
2021-949697,2021-07-29,1,Vente,155000.00,,,"L AIGUILLON",B003,58640,58303,Varennes-Vauzelles,58,,,58303000AX0205,,,1,135.56,,,,,,,,,1,2,Appartement,150.00,4,,,,,,3.1336830,47.0004460,000AX
2021-949698,2021-07-30,1,Vente,345000.00,7,,"PETITE RUE DE L HERMITAGE",0097,58660,58088,Coulanges-lès-Nevers,58,,,58088000AO0039,,,,,,,,,,,,,0,1,Maison,137.00,5,S,sols,,,500.00,3.1836090,47.0098020,000AO
